Case #1: Impossible
26 34 241334
13 25 243202
6 28 245677
28 3 246941
3 30 246983
30 16 255597
33 34 257052
1 4 257146
17 12 258928
17 7 260419
9 1 260628
32 12 260872
22 12 261610
7 12 261740
17 10 261827
33 39 265493
13 37 266305
34 39 266692
21 41 268394
12 38 271413
17 6 273277
27 13 273897
22 21 274750
1 18 274938
12 25 277986
21 40 279135
1 41 282189
13 36 282206
28 22 282335
34 16 283098
12 43 284463
28 33 285604
1 37 288648
16 1 292089
19 24 297950
32 28 305948
39 16 309019
28 34 311207
13 2 319784
19 30 319830
30 13 321974
13 23 322865
5 19 333253
8 19 338412
16 41 339420
4 19 344551
18 13 346571
40 13 355595
26 13 359625
18 19 362343
41 19 369594
37 19 376053
19 39 400822
12 19 401255
28 19 421980
28 13 429498
Case #294: 172
43 16 5928
10 11 6499
37 27 7418
25 23 8546
9 4 9008
18 15 11532
35 10 13082
2 43 13761
37 22 13806
38 17 16491
32 22 16719
16 23 20023
39 37 20290
3 47 21803
43 22 22238
12 18 22571
43 7 23076
26 18 23491
2 42 23511
34 4 24566
46 11 28302
25 12 28934
32 10 29955
3 15 30364
47 6 31499
13 11 31518
11 40 32630
24 2 33973
33 4 34019
30 24 34719
3 4 35834
24 29 35979
31 10 36193
8 27 36251
35 38 36949
20 21 37058
20 16 37194
5 14 39476
6 15 40060
22 11 40175
3 11 41375
25 36 42216
10 25 42553
22 8 42639
42 8 44517
14 27 45435
9 20 46795
20 47 48026
39 8 49123
32 14 49639
6 11 51071
27 6 51375
32 46 51758
24 32 52372
2 14 52607
16 21 53502
11 8 54298
4 8 54455
6 9 54538
13 32 54974
47 13 56279
33 31 57194
33 37 58783
23 14 59432
17 19 59570
36 7 59761
24 10 60303
8 47 61762
4 1 61808
12 32 62070
34 20 62353
14 15 62445
41 42 62720
4 15 63075
3 32 64831
1 11 65760
6 20 66911
27 41 67917
22 5 67954
3 37 68489
20 5 68808
6 34 70096
27 31 70981
3 39 71294
11 14 73095
27 4 73099
29 32 73743
22 41 74305
32 6 74527
21 37 76335
27 21 76862
11 20 77231
44 40 79181
16 45 79411
6 33 79549
12 19 79778
14 12 79820
9 21 80076
23 5 80204
28 2 80305
39 41 80789
45 42 83233
29 26 85119
16 5 85252
34 29 85678
27 30 86555
8 33 87616
39 5 87795
15 37 88398
44 23 88545
1 32 89216
8 41 89332
25 44 90748
18 13 92073
14 36 93102
39 20 93103
45 24 93695
12 34 94020
30 9 94662
29 28 94868
40 4 94938
21 34 95634
45 22 95721
45 7 96559
11 29 97199
3 19 97426
34 2 98529
21 18 99051
34 23 99141
11 26 100100
9 41 100526
9 29 101236
44 29 102253
5 42 105086
21 8 105168
6 19 107122
26 5 107310
45 37 108540
1 25 111160
36 33 111257
28 32 111261
44 1 112311
14 45 112329
34 24 113823
28 37 114058
9 24 115764
34 41 116084
39 26 118582
10 28 119192
41 33 119282
4 5 120834
16 19 124738
26 8 127125
5 34 127384
7 1 128705
38 28 128924
41 3 128988
30 18 129314
32 44 135267
21 41 136056
21 1 138243
36 9 139760
45 28 140027
28 8 142891
41 15 148897
34 45 158251
41 26 158791
5 28 168206
5 1 169993
34 28 172712
9 28 174653
19 1 178178
Case #295: 156
19 14 11652
32 8 14906
21 13 15218
33 26 29082
22 15 30473
25 41 37931
37 15 44234
27 15 59864
14 7 78715
15 28 79223
32 3 79304
32 7 86141
20 14 91228
14 26 91966
32 20 98654
14 30 100911
29 34 103177
39 19 103974
24 23 108402
14 40 114001
21 7 116790
32 40 121427
23 39 130485
14 10 132162
21 20 137647
35 28 141144
28 30 142048
30 34 146318
17 1 151645
7 35 156867
13 30 162548
33 41 162950
11 14 167782
33 1 168343
24 13 169422
27 40 171899
15 18 172972
13 36 173854
31 6 174645
37 16 176559
30 17 178442
35 22 178938
26 15 182533
14 1 183345
39 3 187504
5 20 190315
8 1 190825
15 30 191478
32 17 191995
8 17 192049
40 23 193234
5 23 194512
20 41 196237
25 3 196243
32 9 197876
20 40 201660
5 3 205811
18 12 210128
17 21 213228
1 23 213416
11 21 214201
9 33 214585
11 33 215706
18 1 216244
15 2 219290
30 2 219715
22 17 225390
14 41 225834
28 8 226776
35 41 227900
25 27 228901
15 32 234043
32 16 235798
16 1 236543
25 39 238164
12 34 238444
8 24 238539
11 3 239660
31 3 240770
37 41 251202
37 4 254384
18 34 254532
19 38 255341
11 4 256302
21 22 259504
13 1 259942
27 20 260871
3 9 262328
17 7 263284
10 37 266963
22 4 268145
39 11 268448
35 9 268602
12 40 268919
7 9 269165
17 29 272353
32 38 274419
24 18 275523
16 11 276792
34 21 279580
10 27 282593
10 11 284984
23 22 287161
29 33 287522
34 3 290079
11 23 290439
28 9 293241
5 34 296419
4 27 297536
7 15 298536
28 24 301502
36 3 302199
1 6 303760
39 15 305414
9 39 306076
33 16 306108
32 6 306481
29 11 307003
31 14 312648
11 1 313110
23 2 315330
17 5 318502
9 41 319371
36 20 319380
29 14 321378
16 26 323817
36 26 327457
29 8 328858
39 28 334922
9 24 337244
27 39 343142
26 38 343999
31 24 346369
25 36 350658
1 31 352237
17 9 355000
41 5 359767
38 36 364250
23 12 367837
26 4 368440
15 36 369522
40 6 372523
35 6 377207
2 17 377242
29 39 381389
36 22 384828
38 16 387587
36 37 398589
10 6 401835
24 41 407114
31 5 419679
6 25 429525
6 9 434235
31 16 444701
9 4 466924
31 29 472298
Case #296: 36
7 3 13331
11 1 25480
12 9 30096
6 14 30547
8 7 33389
10 17 42893
5 1 44886
15 5 52586
7 5 62439
9 18 66113
11 7 81845
8 13 82779
13 16 92718
18 3 104004
10 1 110648
5 17 112641
1 14 116031
15 17 126415
15 18 126444
10 16 128061
3 12 140021
17 9 141178
14 9 155087
7 4 159772
15 12 162461
17 14 183786
11 12 195641
6 15 205238
1 9 208933
13 4 209162
5 2 217065
1 2 223139
15 2 230839
2 8 254628
14 16 310705
2 4 381011
Case #297: Impossible
Case #298: 57
29 26 68729
17 2 101095
4 17 105045
17 12 135828
2 21 138933
28 4 153859
35 21 172338
12 7 180893
23 9 213470
8 5 224903
6 38 252106
26 17 260609
1 11 272101
31 7 283349
38 4 286644
29 6 306557
2 16 318034
35 33 334673
12 29 336684
29 14 367851
29 28 378152
22 2 379642
36 21 424589
10 27 438222
33 21 451152
9 4 456499
8 27 474759
26 27 476947
30 38 491984
33 12 492522
30 18 504860
26 25 505558
22 37 512323
23 18 513303
20 19 522373
24 33 531960
23 10 542598
12 34 544566
28 32 553064
26 5 568877
4 10 573418
32 30 575593
11 15 577845
34 24 594707
36 27 603089
33 9 606001
23 35 606270
11 31 608714
37 18 626482
11 6 639760
22 38 662336
3 5 687927
34 10 752806
9 37 780651
33 37 822413
25 13 837181
3 11 893263
Case #299: 61
19 7 12918
10 18 17112
4 1 20216
17 7 26742
6 2 29676
4 15 29950
6 15 38952
2 4 39226
3 11 48695
15 3 48949
1 2 49436
17 20 51353
2 18 60191
3 18 67090
20 2 69034
6 3 69349
8 5 72481
2 14 79777
14 13 80561
15 10 86579
2 11 88368
15 14 89053
3 1 89109
4 20 89708
20 8 95472
8 4 100059
10 12 104293
13 11 105843
20 3 108707
15 12 111065
15 17 111111
3 14 119450
15 19 124935
4 5 125839
17 11 132568
19 2 134211
18 16 135938
5 15 140907
3 17 142216
19 10 148067
3 19 155533
20 12 170823
1 16 174700
16 15 184434
14 12 191085
2 16 193710
13 5 196421
9 1 197848
15 9 207582
18 5 210374
13 9 215834
9 2 216858
19 5 233130
16 8 254543
16 19 266893
9 20 267340
8 9 277691
5 16 280323
16 17 280717
9 5 303471
16 9 332116
Case #300: Impossible
Case #301: Impossible
Case #302: 97
14 36 365
36 31 1241
2 7 2078
37 34 2826
11 10 2933
5 8 3163
36 41 4658
14 38 5138
41 46 6636
16 17 7111
46 5 7803
29 44 8506
16 22 9561
41 24 11907
5 19 12597
20 33 12636
23 2 15438
20 38 16522
7 14 18116
39 38 18638
14 1 18967
15 30 19283
18 22 19301
45 41 20287
26 38 22275
42 45 22472
8 37 22613
21 44 22987
2 10 23704
11 7 24559
37 38 25505
2 17 25575
37 27 25801
9 1 25850
12 19 26400
42 27 26759
33 40 29985
10 35 31332
38 11 32493
39 8 32761
27 23 34072
44 45 34157
17 45 37677
6 16 38619
10 14 39742
5 30 42533
27 43 42754
26 35 43012
25 16 44440
13 4 47931
36 29 51145
29 2 51860
6 37 52385
7 35 52958
7 32 53925
3 5 53998
25 18 54180
11 9 54509
34 33 54734
45 3 55877
40 14 57740
6 15 59826
4 7 63492
43 46 67281
32 23 67285
32 18 67401
9 32 67732
4 25 68764
22 15 71352
37 21 73527
3 28 73769
4 21 74980
10 32 75551
32 17 77422
32 15 77523
42 11 77716
22 43 79363
19 35 83253
44 15 83644
10 4 85118
3 35 85739
27 3 86320
23 30 90402
12 21 91633
30 32 92079
23 3 96697
9 44 98930
14 13 102651
4 22 103643
32 29 103707
15 25 106231
40 25 107960
43 25 114242
37 28 126612
42 28 133330
12 13 142901
28 1 147677
Case #303: 39
15 10 7721
12 3 15988
1 6 37712
12 10 43468
4 2 58425
2 13 65191
7 6 67507
12 7 109298
5 6 118460
6 8 146119
6 14 156542
11 13 161956
9 3 181389
13 9 198380
1 11 202353
4 9 205146
14 2 206993
15 9 216590
8 13 224287
4 8 231053
4 14 241476
11 8 251568
10 5 255801
1 2 256637
13 15 274932
6 4 277350
5 3 283281
13 6 284116
15 2 287875
4 10 289419
2 3 323076
3 11 328409
2 5 337385
10 14 341636
6 9 342206
9 8 342230
8 15 344338
14 9 352653
5 9 447863
Case #304: 180
40 3 8
13 35 1255
23 27 3610
21 20 3805
1 13 4337
16 39 9135
27 16 12234
4 29 12908
37 34 13732
38 1 14348
10 21 14991
13 4 16305
26 11 16629
24 14 18755
19 40 20454
17 33 20820
29 15 23650
4 12 25343
30 15 25762
32 21 27919
32 16 28626
12 35 30315
29 20 30706
24 41 31362
32 23 33181
12 1 33397
8 4 34943
11 41 35066
37 16 36129
35 16 37190
23 5 40013
36 27 41581
5 24 42487
9 10 42647
15 38 42852
39 36 44680
8 15 45685
5 39 46722
41 27 46802
2 14 47314
2 18 48147
2 21 49923
4 9 51515
8 20 52741
38 21 53713
4 39 56544
41 21 57382
41 2 59921
13 2 60299
38 27 60690
4 23 63253
41 10 64203
11 37 66843
29 18 68542
24 23 68590
38 2 70310
5 2 71046
3 18 74448
40 39 74647
38 41 75275
24 39 75299
41 8 76613
32 38 77082
2 9 77405
3 27 77754
4 26 78426
19 16 78614
35 42 79815
20 40 79909
40 23 81356
41 4 81569
19 42 81817
1 18 82944
4 24 83258
24 1 84521
37 38 84585
26 38 84720
29 42 84857
14 18 84916
39 11 84967
38 6 85055
19 35 86143
18 38 87744
9 30 88019
2 12 89359
8 18 90577
38 42 91081
6 29 91669
24 8 92385
22 23 92786
41 9 93185
8 28 93723
24 15 94000
40 32 94138
19 18 94894
22 24 95260
27 15 96201
2 23 97149
38 19 97409
22 39 99495
14 37 100883
40 37 101641
35 40 102702
39 2 103858
12 6 104104
24 9 105964
18 9 107149
38 14 108307
11 18 108644
36 6 109028
17 2 109209
30 3 109373
31 20 112836
5 29 112837
8 6 113704
6 15 113731
40 38 113968
18 16 114542
17 30 115037
28 29 115758
33 24 116948
28 10 118006
17 29 120953
6 18 121267
6 21 123043
18 33 124701
28 42 128734
30 19 129819
9 6 130276
40 31 131004
16 31 131668
28 16 132867
38 28 134322
21 33 138312
27 6 138404
28 23 138877
28 2 138994
17 38 140155
1 7 140605
17 9 141607
33 1 144351
12 25 146503
12 28 153371
22 34 155860
6 26 157187
11 19 157318
17 40 158089
5 7 158263
3 26 161135
24 28 161352
6 33 161509
31 38 162744
33 8 163808
25 38 165552
22 29 165610
11 6 168107
18 22 171966
42 14 173962
25 13 175563
40 7 178333
3 33 178901
25 21 180291
42 31 188786
27 17 193504
6 22 196939
7 21 203890
25 26 207895
9 25 207947
33 22 208378
22 7 211036
7 41 213888
33 28 215548
40 25 219991
17 34 220002
6 7 227087
2 25 228062
7 33 242356
28 7 245688
28 25 283306
33 25 294547
Case #305: 18
22 5 118246
8 6 143282
20 12 220113
14 19 290339
25 9 448259
3 6 504568
4 1 512292
7 8 566829
17 5 603404
14 18 612260
2 14 627425
22 18 629158
11 7 633990
9 2 722308
16 21 825807
13 6 849137
1 8 865900
1 7 993292
Case #306: 32
15 12 2532
9 6 6423
6 1 14424
8 1 104845
5 9 109403
7 1 112303
13 7 116085
8 14 117818
13 8 123543
5 8 127018
7 5 134476
13 11 177706
3 13 201196
1 12 222094
3 15 233783
8 2 245116
3 4 249046
15 2 251893
2 9 255370
3 6 311890
9 10 335319
1 10 343320
3 11 363538
11 4 424806
2 11 427529
15 11 446383
2 10 456262
11 10 462429
5 4 476546
4 1 572479
4 14 585452
3 10 640786
Case #307: 43
24 18 78633
20 15 83105
9 24 104560
9 19 137740
18 11 145579
3 24 167024
18 9 168922
11 5 175420
7 24 178938
20 19 182446
18 12 183215
12 3 212335
22 15 274046
25 13 288105
25 3 288813
4 23 293755
21 2 321624
21 19 355162
23 1 359042
25 19 373686
7 17 374757
8 1 382083
7 23 391698
4 25 400018
8 5 423033
12 21 426564
14 11 450925
18 14 462612
23 25 465069
21 22 484395
10 6 502765
22 25 502919
7 13 528524
12 10 532340
4 2 551130
23 2 556115
12 2 560343
4 16 589528
22 14 591864
6 2 629589
16 2 668334
20 13 706837
14 13 946944
Case #308: 38
13 8 75441
6 21 169279
21 5 185707
15 23 192410
16 11 276489
2 18 283702
6 7 360595
20 12 399164
9 24 425955
15 18 429198
18 24 435200
22 15 498904
12 22 501486
11 21 519621
26 24 539281
10 2 598790
22 20 604494
25 14 628802
12 4 661351
12 9 668880
9 14 675899
26 14 686713
14 19 707794
16 21 708359
23 8 709335
11 9 716199
15 7 717268
8 6 744240
15 10 744286
3 20 776283
5 19 781795
4 6 800955
9 20 816535
3 22 853966
19 9 871801
14 7 889938
1 2 914118
19 26 920062
Case #309: Impossible
Case #310: 7
3 16 103318
14 4 296312
3 10 419060
8 6 451303
6 5 506168
4 8 947648
4 9 993357
Case #311: 107
40 23 429
7 11 624
30 1 1848
5 15 2352
30 8 6231
5 27 7079
41 19 8567
33 40 10467
5 14 12201
3 26 12410
15 1 12752
37 7 13528
23 1 15257
6 15 18016
5 9 18077
18 32 18806
39 1 20874
12 15 22356
2 6 22631
38 16 23780
17 27 24012
31 30 25159
31 12 29898
11 19 30553
29 14 30691
22 5 31210
4 35 32068
18 9 38274
25 13 41282
31 27 43578
29 24 47888
37 18 48620
30 37 49266
11 10 50071
36 6 50735
29 6 56283
20 37 58177
24 39 58780
36 34 59657
24 37 60792
24 36 63287
38 22 63811
10 23 65335
20 38 66567
32 16 68436
33 34 71364
1 36 71716
31 13 74562
36 9 76464
25 35 78547
22 16 78998
15 34 79206
11 38 79780
27 25 84893
4 33 85442
24 10 85475
33 3 88931
12 34 91207
16 40 94409
6 7 94573
7 9 96447
19 12 97192
16 7 97311
5 41 97498
20 19 99051
31 41 100000
4 17 101596
16 21 102649
13 17 104611
39 4 105657
41 4 106801
4 2 107632
41 38 107928
35 29 108018
12 38 108323
20 9 108357
18 38 109327
16 4 109536
39 19 110652
30 3 111168
37 4 111960
24 12 114486
14 28 116546
2 3 121249
34 41 122858
9 16 124200
35 1 132100
16 36 132524
28 38 136750
26 14 138016
11 25 138323
37 26 142526
13 10 142722
35 10 144355
32 26 144649
17 26 145405
12 35 166304
3 13 166640
25 21 166791
16 26 183398
21 27 196151
3 20 203047
13 38 204110
2 21 207608
12 21 217839
21 36 228351
21 39 231120
Case #312: 141
1 2 23066
4 7 30136
16 1 37549
16 11 44429
31 21 46653
9 33 49522
17 26 52589
4 31 56919
7 16 58579
11 2 58912
36 35 59392
17 13 64147
10 25 69137
31 38 74256
26 16 78415
9 36 78466
33 10 79283
26 36 79717
31 3 86837
28 2 89124
36 33 89840
35 17 91850
21 28 92818
35 23 95836
31 25 98035
29 21 98496
25 24 101690
5 4 102524
36 11 102698
4 28 103084
2 13 104441
15 17 105657
37 25 105774
4 26 106843
19 16 107421
23 17 110233
25 3 110585
1 5 111639
31 8 114797
38 2 117215
20 30 117265
35 28 118058
5 11 118510
33 31 119633
33 25 120630
33 13 121529
21 9 123789
29 11 124748
11 25 125619
31 10 126793
24 19 127921
24 26 129693
15 18 130909
33 2 131469
26 22 133471
7 34 135660
7 22 135844
30 26 135986
19 3 136816
15 30 140390
20 16 140483
19 18 143972
15 2 145951
24 1 146241
9 7 147541
14 6 148052
28 33 148506
26 12 148715
31 6 149903
17 6 152568
9 29 157560
20 21 158678
13 12 160273
33 27 160930
11 33 161443
23 12 161525
10 8 162013
36 22 164474
31 20 164484
33 5 165238
6 11 165856
20 17 167149
33 34 168417
2 37 172481
10 12 175420
28 10 179746
2 34 179756
23 29 181827
28 19 182062
23 6 183671
26 18 183977
39 15 184346
15 6 186684
30 3 187698
11 8 187702
27 7 194853
9 19 196383
15 25 201027
37 17 205987
10 18 207004
35 6 207505
5 20 210089
5 34 210701
20 12 210798
9 18 211437
22 21 212600
26 34 212861
27 8 213414
4 32 214069
18 16 217821
8 28 217914
20 33 218897
23 27 226318
1 18 226404
15 19 227258
35 18 230511
37 36 233602
18 31 233901
21 39 236738
29 6 238100
9 30 240425
20 24 244253
34 36 245720
39 3 247956
14 22 248776
2 14 255007
22 37 264229
14 16 269479
24 27 272766
32 33 276035
13 18 288840
15 14 296624
36 14 306085
14 8 308429
15 32 317094
14 35 317445
32 8 328899
27 32 334018
10 14 340696
14 33 347893
14 37 380408
Case #313: 17
5 19 156013
12 3 240243
12 6 278454
4 2 315088
18 6 319391
3 10 352959
16 7 381310
9 12 401701
20 9 428752
13 1 468145
3 14 486277
1 21 513610
10 9 514417
11 8 549055
4 12 658220
20 2 690442
4 11 815733
Case #314: Impossible
Case #315: 25
11 7 7858
13 10 18382
5 2 23647
3 4 33799
11 8 35957
5 12 44608
13 9 48977
2 10 62175
5 8 63303
7 10 67136
4 13 70495
5 6 72086
1 6 83827
10 3 85912
9 2 92770
1 3 98005
1 2 103023
12 13 112048
4 2 114288
7 4 119249
4 5 127168
13 6 139526
1 13 146816
8 3 170554
12 3 191638
Case #316: 72
3 15 24350
24 19 46667
25 23 94929
7 4 101091
25 7 116524
25 21 151866
4 27 156649
22 4 156674
22 14 160919
3 1 168178
4 24 172987
5 15 187960
7 20 189280
7 18 190883
25 1 192917
28 11 202024
29 9 210218
18 19 216112
9 14 223499
15 9 225985
13 12 228298
12 24 235959
19 17 240051
26 12 243648
27 20 244838
5 27 249034
3 20 264262
26 15 265639
23 20 274968
18 28 287110
2 20 313053
9 18 317536
12 3 328887
11 14 336444
23 26 340839
8 15 344183
9 28 344418
21 6 346878
10 20 347881
18 26 348700
12 2 349464
19 21 370150
12 7 371225
1 5 373585
2 22 375398
2 6 384964
7 16 386656
20 26 389346
23 6 392416
12 27 402624
28 13 410356
20 8 410870
22 26 415582
27 13 432535
13 25 437487
11 27 445120
10 23 476396
1 10 498660
28 2 505547
11 2 515387
10 25 519780
10 3 530904
2 13 571983
26 10 589080
8 16 591253
11 8 594159
21 16 608469
13 9 614746
26 6 620968
5 13 640204
10 9 663814
10 16 672090
Case #317: 68
2 24 9495
14 23 10000
16 24 18290
15 23 26062
8 14 27934
16 15 30273
1 9 37590
8 15 43996
22 14 55479
18 2 68738
12 10 70790
8 22 72581
13 28 78921
26 24 80106
12 17 81430
7 26 89867
14 20 96947
2 25 102587
25 23 107171
4 18 108726
25 16 111382
28 10 122263
21 2 123078
25 8 125105
26 4 129589
26 3 133151
6 14 133275
6 24 137354
4 25 142575
24 5 145102
2 13 152139
1 11 154953
23 5 159181
19 21 168567
11 14 175618
6 22 177922
11 27 178122
5 12 181122
15 12 182075
12 16 188382
22 1 191306
1 8 197822
12 9 200838
8 12 202105
3 22 214196
9 4 216302
23 9 217478
17 7 218891
1 25 223395
15 28 233548
27 23 240732
25 12 244242
9 28 252311
28 8 253578
2 17 261017
7 6 279169
17 27 294726
27 9 295485
27 26 306759
21 3 317672
9 21 321745
6 3 322453
6 10 323340
19 4 350623
19 1 355494
27 6 364007
19 10 452440
12 19 471232
Case #318: 145
24 16 5906
25 33 34141
5 22 40825
8 1 55257
27 25 56244
25 23 56671
19 13 60360
18 5 60470
28 1 61204
15 26 66496
13 31 66934
26 13 73110
19 21 74152
21 27 74790
31 25 77892
13 14 80383
22 28 84452
3 32 84822
14 17 86044
21 7 94089
29 1 97103
16 23 99024
28 18 104097
5 33 105870
31 29 108485
20 8 109044
9 31 110720
27 5 111535
4 22 117279
13 25 118773
1 33 123447
28 19 125225
6 24 131870
7 23 132214
9 28 133234
18 8 133304
9 29 133659
31 15 136824
29 18 139996
23 8 141336
29 25 143081
9 20 144122
1 7 145509
8 4 149288
33 28 149497
9 5 150068
32 22 151198
7 9 151667
26 3 151990
8 19 154432
28 13 156490
15 30 157131
27 15 158472
25 22 159206
14 7 160680
21 29 161627
26 27 161692
13 4 167492
8 15 167752
5 12 167777
15 28 173699
30 10 176498
22 21 177752
26 1 178991
21 4 179753
13 22 182783
8 32 183207
25 30 184188
1 12 185354
2 21 185518
20 23 186362
12 7 188773
11 16 189484
17 31 190131
32 21 191693
29 4 191800
31 18 193653
3 15 199230
20 19 199458
12 21 200968
20 31 201645
22 26 202239
22 24 202445
19 24 208202
30 20 208680
15 29 209598
32 19 211618
15 20 212778
12 13 214760
12 4 214898
2 4 218498
4 15 221245
17 4 223431
1 6 223923
24 7 225332
12 25 225718
2 23 226450
10 27 227543
24 31 227681
32 31 229189
9 14 230453
17 7 231078
17 23 231383
33 17 231522
1 16 231599
11 14 231773
8 26 232645
28 3 233923
3 8 236968
16 30 242445
14 22 244343
30 3 244446
15 17 244994
2 7 245322
24 26 248537
3 29 252852
30 7 259731
5 17 260742
6 29 260855
32 9 271148
15 10 274199
11 32 276315
16 28 279847
24 29 292870
13 10 295684
30 9 299391
18 6 301970
5 11 308361
20 2 310824
24 12 315968
24 2 319568
16 17 321744
10 22 326194
16 14 326306
10 26 327011
9 10 331686
11 31 335860
2 17 338153
11 28 351988
6 3 371735
10 2 371865
7 11 376807
13 6 383458
11 29 387887
21 6 397250
Case #319: 190
27 25 660
18 27 4241
15 16 6035
35 25 6248
28 30 6605
6 16 9142
32 36 10573
29 41 12084
32 21 12520
13 25 13841
6 40 14125
40 16 17053
16 30 22085
9 15 24958
12 31 25157
9 6 28065
14 17 28594
15 3 28798
29 27 28870
16 36 29005
3 6 31905
29 35 34458
15 18 35979
17 36 36561
35 15 37326
25 40 37975
17 21 38508
40 36 39522
40 3 39816
6 35 40433
10 34 40485
41 13 41682
9 29 43302
25 6 43987
22 32 44162
26 12 45387
7 19 47557
3 27 47832
1 38 49049
22 23 51637
7 13 53090
28 18 53227
2 31 53316
17 1 54408
32 14 54582
30 25 54931
35 30 56521
12 5 57067
27 26 57197
33 36 57776
30 18 57868
8 10 61141
11 38 61336
5 40 61349
38 31 62731
26 35 62785
10 24 62976
18 4 63743
22 19 63931
21 23 64043
34 23 65262
9 38 65320
10 2 65464
13 8 66026
22 34 66213
38 40 67078
4 21 67257
17 34 67801
17 22 70150
13 26 70378
38 7 71573
1 30 71971
15 5 72367
10 7 74077
31 8 74238
40 24 75348
29 28 77856
15 38 78096
14 10 79692
1 16 81211
18 5 81719
33 31 82185
41 30 82772
27 2 83413
10 21 83542
38 8 84509
27 22 84588
8 23 85918
1 40 86194
15 24 86366
8 9 86910
7 31 87174
28 7 87575
31 6 87627
8 22 88001
2 35 89001
24 22 89836
9 10 89877
15 31 90734
5 7 90980
21 2 91180
19 40 91854
22 2 92324
20 25 92718
